topic	event_id	label	tweet_id	text
Ukraine	TR01	Other	1511327591201968130	"@KhalilovaGulsum Rusya'ya doğru rüzgarda bir taş ilerler 

Gülsüm:şanlı ukrayna orduysu 7 milyon rus askerini öldürdü 35 savaş uçağını düşürdü 150 tank imha edildi :D :D lan naziler"
Ukraine	TR01	Other	1511466355068919815	@Gazete_Yenicag Deli bunlar, roket uçak yolla, tank ne ya😈 Rusya yi tahrik edeceksen düzgün yap, Ukrayna iyice harcansın😈☢️☣️
Ukraine	TR01	Other	1500153540861468680	Satılık Rus tankı gerçek mi? https://t.co/KMaoOBS4DD
Ukraine	TR01	Other	1511431308899201025	"@nizamusta74 Ayrıca
Bakmayın ukrayna nın şu kadar tank top ve uçak imha ettik dediklerine
Rusya atıl durumdaki savaş araçlarını ukrayna da kullanıp
Yeni üretilen savaş araçlarına yer açtı
Yoksa ukrayna nın 10 güdümlü füzelik canı var"
Ukraine	TR01	Other	1497896608998072320	@CelalBingl15 Salak yanlış paylaşımlar yapmayın  insanlar orda şuna savaşıyor ve ben bazen görüyorum ve internet üzerinden haberleşerek kordineleri hareket ediyorlar bunları halk ve asker yapıyorlar ve uk savunma bakanlığına yer bildirim yapıyor Rus askeri hakkında tank birlik harf no ile
Ukraine	TR01	Other	1511375062796021765	"Rusya- Ukrayna savaşında https://t.co/GFnhT03PTO 
Bu savaşı ABD nın UKRANYADAKI adamı vasıtasıyla ABD çıkarttı en büyük kanıt ABD bu savaştan KAZANÇLI ÇIKMASI KANLA GÖZYAŞIYLA KAZANANLAR GÜN GELIR TERSİNİDE YAŞAR..ALLAH cc ABD yede K.KORE delisini musallat ederse şaşırmıyalım"
Ukraine	TR01	Other	1511274862513434624	"Rusya Savunma Bakanlığı:

Ukrayna'da gün içinde 17 askeri altyapı unsuru imha edildi.

Bugüne kadar Ukrayna ordusuna ait 125 uçak, 91 helikopter, 394 insansız hava aracı, 226 hava savunma füze sistemi, 1948 tank ve zırhlı araç, 212 çok namlulu roketatar, 838 obüs ve havan topu .."
Ukraine	TR01	Other	1510925396186914820	"Ukrayna'ya saldıran 18 bin 300 Rus askeri öldürüldü, 147 uçak, 134 helikopter, 647 tank, 1844 ZPT, 330 top, 107 roketatar sistemi, 54 hava savunma sistemi imha edildi.
Rusya 1273 araç, 7 gemi ve hafif sürat teknesi, 76 yakıt aracı ve 92 İHA kaybetti."
Ukraine	TR01	True	1500104254144581634	"eBay'da Yayınlanan ""Satılık Rus Tankı"" İlanı Gerçek mi; Değil mi?
https://t.co/glEOd46Yxm"
Ukraine	TR01	Other	1511297229209980929	Ukrayna ordusu, Rusya'ya ait alçak irtifada uçan Ka-52 saldırı helikopterini Stugna-P anti tank füzesi ile düşürdü. https://t.co/8hS6oCCMOL
